Кол-во комнат,Район,Этажность,Общая площадь,Жилая площадь,Площадь кухни,Планировка,Цена 
2,"Автозаводский, 19 квартал",11/17,68,30,14,УЛУ/КИР,5800 тыс. pуб.
2,"Автозаводский, 18Б квартал",2/17,62,35,12,УЛУ/КИР,5800 тыс. pуб.
2,"Автозаводский, 18А квартал",5/10,67,40,10,МАК/ПАН,5800 тыс. pуб.
2,"Автозаводский, 17А квартал",2/9,72,40,15,УЛУ/КИР,5800 тыс. pуб.
2,"Автозаводский, 11А квартал",8/9,66,35,12,УЛУ/БЛЧ,5847 тыс. pуб.
2,"Автозаводский, 18А квартал",1/9,90,45,23,МАК/ПАН,5850 тыс. pуб.
2,"Автозаводский, 18А квартал",6/10,81,41,20,МАК/КИР,5890 тыс. pуб.
2,"Автозаводский, 8 квартал",14/16,71,38,12,УЛУ/КИР,5900 тыс. pуб.
2,"Автозаводский, 3Б квартал",2/6,77,36,13,ЭЛТ/КИР,5950 тыс. pуб.
2,"Автозаводский, 6А квартал",3/8,59,0,0,УЛУ/КИР,5950 тыс. pуб.
2,"Автозаводский, 6А квартал",2/3,104,39,36,ЭЛТ/КИР,5950 тыс. pуб.
2,"Автозаводский, 20 квартал",1/9,100,40,11,МАК/ПАН,5950 тыс. pуб.
2,"Автозаводский, 18Б квартал",7/9,53,27,13,УЛУ/КИР,5950 тыс. pуб.
2,"Автозаводский, 4 квартал",3/9,69,0,0,УЛУ/КИР,5967 тыс. pуб.
2,"Автозаводский, 10 квартал",9/9,78,36,18,УЛУ/КИР,5990 тыс. pуб.
2,"Автозаводский, 14А квартал",7/8,56,0,0,УЛУ/КИР,5990 тыс. pуб.
2,"Автозаводский, 11А квартал",3/9,65,30,13,ЭЛТ/БЛЧ,5990 тыс. pуб.
2,"Автозаводский, 11А квартал",6/9,66,30,13,УЛУ/БЛЧ,5997 тыс. pуб.
2,"Автозаводский, 18Б квартал",1/10,57,27,13,УЛУ/КИР,5999 тыс. pуб.
2,"Автозаводский, 18А квартал",2/10,82,47,16,ЭЛТ/КИР,5999 тыс. pуб.
2,"Автозаводский, 3Б квартал",9/9,72,36,16,ЭЛТ/КИР,6000 тыс. pуб.
2,"Автозаводский, 6А квартал",8/9,58,34,11,МАК/ПАН,6000 тыс. pуб.
2,"Автозаводский, 6А квартал",8/9,58,34,11,МАК/ПАН,6000 тыс. pуб.
2,"Автозаводский, 6А квартал",1/3,109,48,15,УЛУ/КИР,6000 тыс. pуб.
2,"Автозаводский, 20 квартал",6/9,70,33,22,УЛУ/КИР,6000 тыс. pуб.
2,"Автозаводский, 19 квартал",5/15,73,44,13,УЛУ/КИР,6000 тыс. pуб.
2,"Автозаводский, 18Б квартал",1/10,49,24,14,УЛУ/КИР,6000 тыс. pуб.
2,"Автозаводский, 18Б квартал",1/10,62,41,22,УЛУ/КИР,6000 тыс. pуб.
2,"Автозаводский, 18Б квартал",2/9,56,27,15,УЛУ/КИР,6000 тыс. pуб.
2,"Автозаводский, 18Б квартал",8/10,55,25,16,УЛУ/КИР,6000 тыс. pуб.
2,"Автозаводский, 17А квартал",1/9,62,28,22,УЛУ/КИР,6000 тыс. pуб.
2,"Автозаводский, 6А квартал",3/3,104,41,36,ЭЛТ/КИР,6050 тыс. pуб.
2,"Автозаводский, 11А квартал",3/9,65,39,13,УЛУ/БЛЧ,6060 тыс. pуб.
2,"Автозаводский, 8 квартал",4/9,61,38,11,МАК/ПАН,6100 тыс. pуб.
2,"Автозаводский, 18А квартал",3/9,84,0,0,УЛУ/КИР,6100 тыс. pуб.
2,"Автозаводский, 4 квартал",3/9,69,35,17,УЛУ/БЛЧ,6105 тыс. pуб.
2,"Автозаводский, 8 квартал",2/10,66,38,13,МАК/ПАН,6150 тыс. pуб.
2,"Автозаводский, 8 квартал",2/16,71,47,10,УЛУ/КИР,6200 тыс. pуб.
2,"Автозаводский, 14А квартал",6/7,59,35,11,МАК/ПАН,6200 тыс. pуб.
2,"Автозаводский, 21 квартал",2/8,89,29,23,ЭЛТ/КИР,6200 тыс. pуб.
2,"Автозаводский, 18Б квартал",10/10,51,0,16,УЛУ/КИР,6200 тыс. pуб.
2,"Автозаводский, 14А квартал",8/8,64,20,25,ЭЛТ/КИР,6280 тыс. pуб.
2,"Автозаводский, 14Б квартал",5/10,62,38,11,МАК/БЛЧ,6300 тыс. pуб.
2,"Автозаводский, 18Б квартал",6/10,53,27,13,УЛУ/ПАН,6300 тыс. pуб.
2,"Автозаводский, 17А квартал",6/10,76,0,0,ЭЛТ/КИР,6300 тыс. pуб.
2,"Автозаводский, 18А квартал",9/10,72,31,22,УЛУ/КИР,6350 тыс. pуб.
2,"Автозаводский, 18 квартал",2/8,70,45,13,УЛУ/КИР,6350 тыс. pуб.
2,"Автозаводский, 4 квартал",1/9,77,32,20,УЛУ/БЛЧ,6365 тыс. pуб.
2,"Автозаводский, 8 квартал",2/9,63,37,15,МАК/ПАН,6390 тыс. pуб.
2,"Автозаводский, 14Б квартал",7/9,62,35,12,МАК/ПАН,6400 тыс. pуб.
2,"Автозаводский, 14Б квартал",7/9,62,35,11,МАК/ПАН,6400 тыс. pуб.
2,"Автозаводский, 13 квартал",2/8,65,21,22,УЛУ/КИР,6400 тыс. pуб.
2,"Автозаводский, 18Б квартал",7/10,55,30,12,УЛУ/КИР,6400 тыс. pуб.
2,"Автозаводский, 6А квартал",2/3,109,39,36,ЭЛТ/КИР,6450 тыс. pуб.
2,"Автозаводский, 17А квартал",3/10,67,36,23,МАК/ПАН,6490 тыс. pуб.
2,"Автозаводский, 3А квартал",3/9,72,35,25,ЭЛТ/КИР,6500 тыс. pуб.
2,"Автозаводский, 2 квартал",5/5,75,35,37,УЛУ/КИР,6500 тыс. pуб.
2,"Автозаводский, 2 квартал",5/5,75,30,35,УЛУ/КИР,6500 тыс. pуб.
2,"Автозаводский, 17 квартал",7/14,68,41,14,УЛУ/КИР,6500 тыс. pуб.
2,"Автозаводский, 14Б квартал",5/9,62,35,12,МАК/ПАН,6500 тыс. pуб.
2,"Автозаводский, 14А квартал",8/8,64,0,0,ЭЛТ/КИР,6500 тыс. pуб.
2,"Автозаводский, 11А квартал",11/14,78,0,25,УЛЬ/ПАН,6500 тыс. pуб.
2,"Автозаводский, 18А квартал",6/10,80,41,20,УЛУ/КИР,6500 тыс. pуб.
2,"Автозаводский, 17А квартал",8/10,68,48,15,УЛУ/КИР,6500 тыс. pуб.
2,"Автозаводский, 17А квартал",8/10,68,40,16,УЛУ/КИР,6500 тыс. pуб.
2,"Автозаводский, 6А квартал",3/3,104,39,36,ЭЛТ/КИР,6550 тыс. pуб.
2,"Автозаводский, 14А квартал",6/9,50,28,15,ЭЛТ/КИР,6700 тыс. pуб.
2,"Автозаводский, 14 квартал",9/9,63,0,0,УЛУ/КИР,6700 тыс. pуб.
2,"Автозаводский, 6А квартал",3/8,55,35,11,УЛУ/ПАН,6800 тыс. pуб.
2,"Автозаводский, 14Б квартал",3/9,60,42,11,МАК/ПАН,6800 тыс. pуб.
2,"Автозаводский, 18А квартал",2/10,64,32,14,МАК/ПАН,6800 тыс. pуб.
2,"Автозаводский, 6А квартал",2/3,109,39,14,ЭЛТ/КИР,6950 тыс. pуб.
2,"Автозаводский, 18Б квартал",2/10,51,29,11,УЛУ/КИР,6950 тыс. pуб.
2,"Автозаводский, 14А квартал",8/8,83,53,15,УЛУ/КИР,7000 тыс. pуб.
2,"Автозаводский, 21 квартал",6/10,105,58,18,УЛУ/КИР,7050 тыс. pуб.
2,"Автозаводский, 12 квартал",2/10,101,50,14,ЭЛТ/КИР,7200 тыс. pуб.
2,"Автозаводский, 8 квартал",2/9,71,44,12,МАК/ПАН,7500 тыс. pуб.
2,"Автозаводский, 8 квартал",13/16,74,35,11,УЛУ/КИР,7500 тыс. pуб.
2,"Автозаводский, 6А квартал",4/24,79,25,29,ЭЛТ/БЛЧ,7500 тыс. pуб.
2,"Автозаводский, 12 квартал",10/11,108,0,0,УЛУ/КИР,7500 тыс. pуб.
2,"Автозаводский, 8 квартал",3/16,73,48,0,УЛУ/КИР,7900 тыс. pуб.
2,"Автозаводский, 17 квартал",6/10,91,52,15,ЭЛТ/КИР,7950 тыс. pуб.
2,"Автозаводский, 14 квартал",4/10,86,46,24,ЭЛТ/КИР,8000 тыс. pуб.
2,"Автозаводский, 11Б квартал",1/4,45,14,20,ЭЛТ/КИР,8000 тыс. pуб.
2,"Автозаводский, 11А квартал",3/3,100,0,0,УЛУ/КИР,8127 тыс. pуб.
2,"Автозаводский, 6А квартал",17/17,67,34,17,УЛУ/МОН,8200 тыс. pуб.
2,"Автозаводский, 11А квартал",5/5,78,30,12,УЛУ/ПАН,8300 тыс. pуб.
2,"Автозаводский, 8 квартал",5/16,127,70,30,УЛУ/КИР,8500 тыс. pуб.
2,"Автозаводский, 17 квартал",2/10,100,60,15,ЭЛТ/КИР,8600 тыс. pуб.
2,"Автозаводский, 19 квартал",7/14,93,38,23,УЛУ/КИР,8600 тыс. pуб.
2,"Автозаводский, 13 квартал",5/9,105,41,20,ЭЛТ/КИР,8650 тыс. pуб.
2,"Автозаводский, 14А квартал",1/6,90,45,30,УЛУ/КИР,9000 тыс. pуб.
2,"Автозаводский, 11Б квартал",3/3,114,70,20,ЭЛТ/БЛЧ,9285 тыс. pуб.
2,"Автозаводский, 6А квартал",9/23,66,30,27,УЛУ/КИР,9300 тыс. pуб.
2,"Автозаводский, 11Б квартал",3/3,114,65,15,ЭЛТ/БЛЧ,9324 тыс. pуб.
2,"Автозаводский, 11А квартал",3/3,115,0,0,УЛУ/КИР,9411 тыс. pуб.
2,"Автозаводский, 16 квартал",4/13,61,35,18,УЛУ/КИР,9500 тыс. pуб.
2,"Автозаводский, 14А квартал",2/8,54,0,0,ЭЛТ/КИР,9500 тыс. pуб.
2,"Автозаводский, 11Б квартал",2/3,145,70,16,ЭЛТ/БЛЧ,10227 тыс. pуб.
2,"Автозаводский, 11Б квартал",2/3,146,85,16,ЭЛТ/БЛЧ,10300 тыс. pуб.
2,"Автозаводский, 17 квартал",7/9,100,56,13,ЭЛТ/КИР,10500 тыс. pуб.
2,"Автозаводский, 8 квартал",11/11,150,80,20,ЭЛТ/КИР,10690 тыс. pуб.
2,"Автозаводский, 11Б квартал",2/3,220,140,0,ЭЛТ/БЛЧ,14600 тыс. pуб.
3,"Автозаводский, 2 квартал",5/5,66,44,7,СТМ/ПАН,1500 тыс. pуб.
3,"Автозаводский, 6 квартал",2/9,40,34,5,СТМ/ПАН,2400 тыс. pуб.
3,"Автозаводский, 2 квартал",13/16,51,33,8,ТАШ/ПАН,2600 тыс. pуб.
3,"Автозаводский, 1 квартал",6/16,60,38,8,ТАШ/ПАН,2649 тыс. pуб.
3,"Автозаводский, 2 квартал",1/9,50,0,0,СТМ/ПАН,2800 тыс. pуб.
3,"Автозаводский, 6 квартал",1/9,58,38,7,СТМ/ПАН,2800 тыс. pуб.
3,"Автозаводский, 2 квартал",9/9,50,34,7,СТМ/ПАН,2800 тыс. pуб.
3,"Автозаводский, 8 квартал",3/16,63,38,8,ТАШ/ПАН,2800 тыс. pуб.
3,"Автозаводский, 2 квартал",16/16,53,39,8,ТАШ/ПАН,2850 тыс. pуб.
3,"Автозаводский, 7 квартал",1/9,58,39,8,СТМ/ПАН,2850 тыс. pуб.
3,"Автозаводский, 14 квартал",1/16,58,38,7,ТАШ/ПАН,2850 тыс. pуб.
3,"Автозаводский, 9 квартал",1/5,65,45,6,СТМ/ПАН,2870 тыс. pуб.
3,"Автозаводский, 6 квартал",5/5,64,45,7,СТМ/ПАН,2899 тыс. pуб.
3,"Автозаводский, 1 квартал",11/16,55,34,8,ТАШ/ПАН,2900 тыс. pуб.
3,"Автозаводский, 6 квартал",4/9,60,44,6,СТМ/ПАН,2900 тыс. pуб.
3,"Автозаводский, 3 квартал",13/16,60,39,8,ТАШ/ПАН,2900 тыс. pуб.
3,"Автозаводский, 10 квартал",3/16,45,27,8,ТАШ/ПАН,2900 тыс. pуб.
3,"Автозаводский, 7 квартал",3/9,54,30,7,СТМ/ПАН,2900 тыс. pуб.
3,"Автозаводский, 7 квартал",1/9,58,44,7,СТМ/ПАН,2900 тыс. pуб.
3,"Автозаводский, 6 квартал",2/9,60,30,7,СТМ/ПАН,2950 тыс. pуб.
3,"Автозаводский, 2 квартал",5/5,57,36,7,СТМ/ПАН,2950 тыс. pуб.
3,"Автозаводский, 2 квартал",7/9,65,44,7,СТМ/ПАН,2950 тыс. pуб.
3,"Автозаводский, 9 квартал",2/9,59,39,6,СТМ/ПАН,2950 тыс. pуб.
3,"Автозаводский, 3 квартал",12/16,60,38,8,ТАШ/ПАН,2990 тыс. pуб.
3,"Автозаводский, 9 квартал",5/5,64,45,7,СТМ/ПАН,2995 тыс. pуб.
3,"Автозаводский, 6 квартал",6/9,59,39,7,СТМ/ПАН,3000 тыс. pуб.
3,"Автозаводский, 2 квартал",8/9,58,0,7,СТМ/ПАН,3000 тыс. pуб.
3,"Автозаводский, 2 квартал",6/9,52,34,6,СТМ/ПАН,3000 тыс. pуб.
3,"Автозаводский, 9 квартал",5/5,63,41,6,СТМ/ПАН,3000 тыс. pуб.
3,"Автозаводский, 6 квартал",7/9,53,36,6,СТМ/-,3050 тыс. pуб.
3,"Автозаводский, 10 квартал",5/5,65,44,7,СТМ/ПАН,3050 тыс. pуб.
3,"Автозаводский, 7 квартал",2/9,60,42,7,СТМ/ПАН,3070 тыс. pуб.
3,"Автозаводский, 2 квартал",2/5,58,37,7,СТМ/ПАН,3100 тыс. pуб.
3,"Автозаводский, 6 квартал",4/5,65,45,7,СТМ/ПАН,3100 тыс. pуб.
3,"Автозаводский, 6 квартал",4/5,65,45,7,СТМ/ПАН,3100 тыс. pуб.
3,"Автозаводский, 5 квартал",1/5,65,43,7,СТМ/ПАН,3100 тыс. pуб.
3,"Автозаводский, 2 квартал",2/9,58,40,8,СТМ/ПАН,3100 тыс. pуб.
3,"Автозаводский, 3 квартал",4/9,58,38,8,СТМ/ПАН,3100 тыс. pуб.
3,"Автозаводский, 2 квартал",5/5,65,43,6,СТМ/ПАН,3100 тыс. pуб.
3,"Автозаводский, 2 квартал",1/9,60,42,7,СТМ/ПАН,3100 тыс. pуб.
3,"Автозаводский, 11 квартал",7/16,59,39,9,ТАШ/ПАН,3100 тыс. pуб.
3,"Автозаводский, 12 квартал",11/12,60,45,8,ТАШ/ПАН,3100 тыс. pуб.
3,"Автозаводский, 13 квартал",2/16,60,39,8,ТАШ/ПАН,3100 тыс. pуб.
3,"Автозаводский, 6 квартал",9/12,59,38,8,ТАШ/ПАН,3150 тыс. pуб.
3,"Автозаводский, 5 квартал",4/5,65,47,7,СТМ/ПАН,3150 тыс. pуб.
3,"Автозаводский, 2 квартал",5/9,64,45,7,СТМ/ПАН,3150 тыс. pуб.
3,"Автозаводский, 2 квартал",6/9,60,0,0,СТМ/ПАН,3150 тыс. pуб.
3,"Автозаводский, 10 квартал",1/5,65,44,7,СТМ/ПАН,3190 тыс. pуб.
3,"Автозаводский, 4 квартал",2/5,61,0,0,СТМ/ПАН,3199 тыс. pуб.
3,"Автозаводский, 1 квартал",1/5,62,37,7,СТМ/ПАН,3200 тыс. pуб.
3,"Автозаводский, 6 квартал",4/9,60,45,7,СТМ/ПАН,3200 тыс. pуб.
3,"Автозаводский, 6 квартал",1/5,65,0,0,СТМ/ПАН,3200 тыс. pуб.
3,"Автозаводский, 5 квартал",9/9,59,44,7,СТМ/ПАН,3200 тыс. pуб.
3,"Автозаводский, 3А квартал",4/5,60,37,8,СТМ/ПАН,3200 тыс. pуб.
3,"Автозаводский, 3 квартал",1/5,67,45,6,СТМ/ПАН,3200 тыс. pуб.
3,"Автозаводский, 9 квартал",5/5,64,45,7,СТМ/ПАН,3200 тыс. pуб.
3,"Автозаводский, 9 квартал",4/5,65,45,6,СТМ/ПАН,3200 тыс. pуб.
3,"Автозаводский, 8 квартал",16/16,60,42,9,ТАШ/ПАН,3200 тыс. pуб.
3,"Автозаводский, 7 квартал",5/9,62,49,7,СТМ/ПАН,3200 тыс. pуб.
3,"Автозаводский, 7 квартал",9/9,59,45,6,СТМ/ПАН,3200 тыс. pуб.
3,"Автозаводский, 2 квартал",5/9,60,45,6,СТМ/ПАН,3250 тыс. pуб.
3,"Автозаводский, 6 квартал",3/9,52,35,7,СТМ/ПАН,3250 тыс. pуб.
3,"Автозаводский, 6 квартал",6/9,56,39,7,СТМ/ПАН,3250 тыс. pуб.
3,"Автозаводский, 9 квартал",5/5,64,45,6,СТМ/ПАН,3290 тыс. pуб.
3,"Автозаводский, 6 квартал",7/9,57,38,6,СТМ/ПАН,3300 тыс. pуб.
3,"Автозаводский, 6 квартал",6/9,62,42,9,ЭКС/ПАН,3300 тыс. pуб.
