Кол-во комнат,Район,Этажность,Общая площадь,Жилая площадь,Площадь кухни,Планировка,Цена 
1,Центральный,3/5,13,13,0,ИЗЛ/КИР,350 тыс. pуб.
1,Центральный,4/5,18,18,0,ГСТ/КИР,370 тыс. pуб.
1,Центральный,2/5,17,17,0,ГСТ/КИР,370 тыс. pуб.
1,Центральный,4/5,0,13,0,ИЗЛ/КИР,420 тыс. pуб.
1,Центральный,4/5,18,18,0,ХРУ/КИР,430 тыс. pуб.
1,Центральный,5/5,18,18,0,ХРУ/КИР,450 тыс. pуб.
1,Центральный,2/5,1,19,3,ГСТ/КИР,470 тыс. pуб.
1,Центральный,1/5,18,18,7,ГСТ/КИР,500 тыс. pуб.
1,Центральный,1/5,18,12,2,ИЗЛ/КИР,550 тыс. pуб.
1,Центральный,5/5,13,9,2,ХРУ/КИР,630 тыс. pуб.
1,Центральный,5/5,18,17,0,ГСТ/КИР,650 тыс. pуб.
1,Центральный,4/5,18,18,0,ГСТ/КИР,650 тыс. pуб.
1,Центральный,5/5,13,9,0,ХРУ/КИР,650 тыс. pуб.
1,Центральный,5/5,23,23,0,ИЗЛ/КИР,650 тыс. pуб.
1,Центральный,4/5,14,10,4,ИЗЛ/КИР,690 тыс. pуб.
1,Центральный,1/5,15,10,3,ИЗЛ/КИР,780 тыс. pуб.
1,Центральный,1/5,14,10,3,ХРУ/КИР,780 тыс. pуб.
1,Центральный,3/5,34,23,0,ГСТ/КИР,800 тыс. pуб.
1,Центральный,4/5,18,14,0,ИЗЛ/КИР,800 тыс. pуб.
1,Центральный,4/5,18,0,0,ИЗЛ/КИР,820 тыс. pуб.
1,Центральный,4/12,16,14,0,УЛУ/КИР,850 тыс. pуб.
1,Центральный,3/5,19,18,0,ИЗЛ/КИР,880 тыс. pуб.
1,Центральный,4/5,19,13,2,ХРУ/КИР,900 тыс. pуб.
1,Центральный,3/4,18,16,2,ХРУ/КИР,900 тыс. pуб.
1,Центральный,4/5,19,13,0,ИЗЛ/КИР,950 тыс. pуб.
1,Центральный,5/5,18,13,0,ИЗЛ/КИР,950 тыс. pуб.
1,Центральный,2/5,19,13,3,ИЗЛ/КИР,950 тыс. pуб.
1,Центральный,2/5,18,14,0,ИЗЛ/КИР,950 тыс. pуб.
1,Центральный,4/5,18,14,2,ИЗЛ/КИР,950 тыс. pуб.
1,Центральный,1/5,18,13,4,ХРУ/КИР,999 тыс. pуб.
1,Центральный,5/5,18,13,2,ХРУ/КИР,999 тыс. pуб.
1,Центральный,2/5,21,17,5,ХРУ/КИР,999 тыс. pуб.
1,Центральный,1/5,18,13,0,ИЗЛ/КИР,1000 тыс. pуб.
1,Центральный,4/5,19,0,0,ГСТ/КИР,1000 тыс. pуб.
1,Центральный,1/5,22,14,5,УЛУ/КИР,1000 тыс. pуб.
1,Центральный,4/5,26,17,5,УЛУ/КИР,1050 тыс. pуб.
1,Центральный,4/5,20,15,2,ХРУ/КИР,1050 тыс. pуб.
1,Центральный,4/5,20,15,3,ХРУ/КИР,1060 тыс. pуб.
1,Центральный,1/5,35,16,5,ГСТ/КИР,1100 тыс. pуб.
1,Центральный,12/12,18,12,3,УЛУ/КИР,1100 тыс. pуб.
1,Центральный,4/5,18,14,0,ИЗЛ/КИР,1100 тыс. pуб.
1,Центральный,1/5,23,18,5,ХРУ/КИР,1100 тыс. pуб.
1,"Центральный, 27 квартал",5/5,22,0,5,ХРУ/КИР,1100 тыс. pуб.
1,Центральный,3/5,19,14,0,ХРУ/КИР,1150 тыс. pуб.
1,"Центральный, 30 квартал",3/6,18,14,0,УЛУ/КИР,1180 тыс. pуб.
1,Центральный,1/5,19,14,3,ХРУ/КИР,1199 тыс. pуб.
1,Центральный,1/1,28,28,28,ИЗЛ/БЛЧ,1200 тыс. pуб.
1,Центральный,1/5,22,0,5,УЛУ/КИР,1200 тыс. pуб.
1,Центральный,3/5,23,12,6,ХРУ/КИР,1250 тыс. pуб.
1,Центральный,8/9,21,12,5,УЛУ/КИР,1250 тыс. pуб.
1,Центральный,3/9,20,0,0,ХРУ/КИР,1270 тыс. pуб.
1,Центральный,5/5,30,17,6,ХРУ/ПАН,1300 тыс. pуб.
1,Центральный,1/5,14,14,0,УЛУ/КИР,1300 тыс. pуб.
1,"Центральный, 27 квартал",9/10,21,15,5,УЛУ/КИР,1300 тыс. pуб.
1,Центральный,1/5,30,18,6,ХРУ/КИР,1320 тыс. pуб.
1,Центральный,1/5,28,17,5,ХРУ/КИР,1330 тыс. pуб.
1,Центральный,5/5,33,19,7,СТМ/КИР,1350 тыс. pуб.
1,Центральный,3/5,0,0,7,ХРУ/КИР,1350 тыс. pуб.
1,Центральный,3/5,19,19,0,ХРУ/-,1350 тыс. pуб.
1,Центральный,2/5,29,0,6,ХРУ/КИР,1400 тыс. pуб.
1,Центральный,2/9,18,30,17,УЛУ/КИР,1400 тыс. pуб.
1,Центральный,3/5,30,17,6,ХРУ/КИР,1400 тыс. pуб.
1,"Центральный, 27 квартал",5/5,31,17,6,ХРУ/КИР,1400 тыс. pуб.
1,"Центральный, 73 квартал",4/9,34,18,10,УЛУ/КИР,1400 тыс. pуб.
1,"Центральный, 30 квартал",1/5,25,0,0,ХРУ/КИР,1420 тыс. pуб.
1,Центральный,1/5,22,14,5,ХРУ/КИР,1430 тыс. pуб.
1,Центральный,2/5,30,17,6,ХРУ/КИР,1450 тыс. pуб.
1,Центральный,4/5,21,13,6,ГСТ/КИР,1450 тыс. pуб.
1,Центральный,4/5,19,16,0,УЛУ/КИР,1450 тыс. pуб.
1,"Центральный, 26 квартал",2/5,30,18,6,ХРУ/КИР,1450 тыс. pуб.
1,Центральный,1/10,30,16,7,ЭКС/ПАН,1480 тыс. pуб.
1,Центральный,2/3,20,0,0,ЭКС/КИР,1490 тыс. pуб.
1,Центральный,5/5,45,0,10,УЛУ/КИР,1500 тыс. pуб.
1,Центральный,2/5,25,17,4,ГСТ/КИР,1500 тыс. pуб.
1,Центральный,2/5,26,14,6,ГСТ/КИР,1500 тыс. pуб.
1,Центральный,4/5,36,18,8,УЛУ/КИР,1500 тыс. pуб.
1,Центральный,2/5,30,17,7,ХРУ/КИР,1500 тыс. pуб.
1,Центральный,4/4,30,17,6,ХРУ/КИР,1500 тыс. pуб.
1,Центральный,5/5,20,12,0,УЛУ/КИР,1500 тыс. pуб.
1,Центральный,5/5,29,18,5,ХРУ/КИР,1550 тыс. pуб.
1,Центральный,3/5,30,0,0,ХРУ/КИР,1550 тыс. pуб.
1,Центральный,5/5,31,17,6,ХРУ/КИР,1550 тыс. pуб.
1,Центральный,1/5,32,18,7,ХРУ/КИР,1580 тыс. pуб.
1,Центральный,1/5,27,14,7,ХРУ/СЛК,1580 тыс. pуб.
1,Центральный,5/5,30,16,6,ХРУ/КИР,1590 тыс. pуб.
1,Центральный,2/5,31,16,6,ХРУ/ПАН,1600 тыс. pуб.
1,Центральный,4/4,30,17,6,ХРУ/КИР,1600 тыс. pуб.
1,Центральный,5/5,20,0,0,УЛУ/КИР,1600 тыс. pуб.
1,Центральный,3/4,31,17,6,ХРУ/КИР,1600 тыс. pуб.
1,Центральный,2/5,33,18,6,ХРУ/ПАН,1600 тыс. pуб.
1,Центральный,1/9,31,16,7,УЛУ/КИР,1600 тыс. pуб.
1,"Центральный, 27 квартал",5/9,30,18,5,УЛУ/КИР,1600 тыс. pуб.
1,Центральный,5/5,31,17,6,ХРУ/КИР,1645 тыс. pуб.
1,Центральный,4/5,24,13,5,ХРУ/КИР,1649 тыс. pуб.
1,Центральный,1/5,32,18,7,ХРУ/КИР,1650 тыс. pуб.
1,Центральный,1/5,20,14,2,УЛУ/КИР,1650 тыс. pуб.
1,Центральный,5/5,28,16,7,ХРУ/КИР,1650 тыс. pуб.
1,Центральный,3/5,33,17,6,ХРУ/КИР,1650 тыс. pуб.
1,Центральный,4/5,33,17,7,ХРУ/КИР,1650 тыс. pуб.
1,Центральный,5/5,32,17,6,ХРУ/ПАН,1650 тыс. pуб.
1,Центральный,7/9,32,19,6,УЛУ/КИР,1650 тыс. pуб.
1,Центральный,3/5,32,18,7,ХРУ/КИР,1690 тыс. pуб.
1,Центральный,2/5,29,16,6,ХРУ/КИР,1700 тыс. pуб.
1,Центральный,3/5,30,17,7,ХРУ/ПАН,1700 тыс. pуб.
1,Центральный,1/5,33,18,6,ХРУ/КИР,1700 тыс. pуб.
1,Центральный,5/5,28,28,1,УЛУ/БЛЧ,1700 тыс. pуб.
1,Центральный,5/5,30,16,6,ХРУ/КИР,1700 тыс. pуб.
1,Центральный,1/3,38,26,0,ЭКС/КИР,1700 тыс. pуб.
1,"Центральный, 73 квартал",4/9,34,19,9,УЛУ/КИР,1700 тыс. pуб.
1,Центральный,2/5,30,17,6,ХРУ/ПАН,1720 тыс. pуб.
1,Центральный,3/5,30,17,7,ХРУ/КИР,1720 тыс. pуб.
1,Центральный,2/5,32,17,7,ХРУ/КИР,1730 тыс. pуб.
1,Центральный,2/5,32,17,7,ХРУ/КИР,1750 тыс. pуб.
1,Центральный,3/5,30,18,6,ХРУ/КИР,1750 тыс. pуб.
1,Центральный,2/5,30,17,6,ХРУ/КИР,1750 тыс. pуб.
1,Центральный,3/4,32,17,6,ХРУ/КИР,1750 тыс. pуб.
1,Центральный,1/5,32,19,6,ХРУ/ПАН,1750 тыс. pуб.
1,Центральный,4/5,32,17,6,ХРУ/КИР,1750 тыс. pуб.
1,Центральный,5/5,20,20,0,УЛУ/КИР,1750 тыс. pуб.
1,Центральный,1/5,21,18,5,УЛУ/КИР,1750 тыс. pуб.
1,Центральный,14/16,27,0,0,УЛУ/КИР,1750 тыс. pуб.
1,Центральный,5/5,32,17,6,ХРУ/КИР,1750 тыс. pуб.
1,Центральный,4/4,30,17,7,ХРУ/КИР,1750 тыс. pуб.
1,Центральный,5/5,32,17,6,ХРУ/КИР,1760 тыс. pуб.
1,Центральный,4/5,31,18,7,ХРУ/КИР,1760 тыс. pуб.
1,Центральный,5/5,0,0,0,ХРУ/КИР,1780 тыс. pуб.
1,Центральный,2/5,32,17,6,ХРУ/КИР,1790 тыс. pуб.
1,Центральный,4/5,31,18,6,ХРУ/КИР,1800 тыс. pуб.
1,Центральный,2/5,30,0,0,УЛУ/КИР,1800 тыс. pуб.
1,Центральный,5/5,31,18,6,ХРУ/КИР,1800 тыс. pуб.
1,Центральный,6/9,33,17,7,УЛУ/СЛК,1800 тыс. pуб.
1,Центральный,3/5,33,20,8,УЛЬ/ПАН,1800 тыс. pуб.
1,Центральный,8/9,33,19,8,УЛУ/КИР,1800 тыс. pуб.
1,Центральный,7/9,34,19,7,УЛУ/КИР,1830 тыс. pуб.
1,Центральный,3/5,31,26,5,ХРУ/ПАН,1850 тыс. pуб.
1,Центральный,1/4,30,17,6,ХРУ/КИР,1850 тыс. pуб.
1,Центральный,1/3,32,17,7,ХРУ/КИР,1850 тыс. pуб.
1,Центральный,3/5,31,18,6,ХРУ/КИР,1865 тыс. pуб.
1,Центральный,5/16,27,16,0,УЛУ/КИР,1870 тыс. pуб.
1,Центральный,2/4,31,17,6,ХРУ/КИР,1880 тыс. pуб.
1,Центральный,1/5,32,0,6,ХРУ/КИР,1880 тыс. pуб.
1,Центральный,4/5,32,17,6,ХРУ/КИР,1890 тыс. pуб.
1,Центральный,1/5,31,0,6,ХРУ/ПАН,1890 тыс. pуб.
1,Центральный,13/16,33,17,8,ТАШ/КИР,1899 тыс. pуб.
1,Центральный,2/5,32,17,6,ХРУ/КИР,1900 тыс. pуб.
1,Центральный,5/9,38,12,16,УЛУ/КИР,1900 тыс. pуб.
1,Центральный,1/9,33,18,8,УЛУ/КИР,1900 тыс. pуб.
1,Центральный,1/4,40,21,9,УЛУ/КИР,1900 тыс. pуб.
1,Центральный,3/9,35,20,7,УЛУ/КИР,1900 тыс. pуб.
1,Центральный,3/5,31,17,6,ХРУ/КИР,1900 тыс. pуб.
1,Центральный,4/16,27,0,0,УЛУ/КИР,1900 тыс. pуб.
1,Центральный,5/5,31,16,6,ХРУ/КИР,1910 тыс. pуб.
1,Центральный,1/4,36,19,8,СТЛ/КИР,1930 тыс. pуб.
1,Центральный,1/16,30,19,0,УЛУ/КИР,1950 тыс. pуб.
1,Центральный,1/5,30,0,7,СТМ/ПАН,1950 тыс. pуб.
1,Центральный,1/3,30,18,9,УЛУ/КИР,1950 тыс. pуб.
1,Центральный,2/9,33,17,8,МСК/ПАН,1975 тыс. pуб.
1,Центральный,2/5,32,17,6,ХРУ/КИР,1990 тыс. pуб.
1,Центральный,2/5,32,17,7,ХРУ/КИР,2000 тыс. pуб.
1,Центральный,1/5,32,19,6,ХРУ/ПАН,2000 тыс. pуб.
1,Центральный,2/4,32,0,0,СТЛ/КИР,2000 тыс. pуб.
1,Центральный,9/9,34,17,7,УЛУ/КИР,2000 тыс. pуб.
1,Центральный,1/10,31,13,6,УЛЬ/ПАН,2000 тыс. pуб.
1,Центральный,6/9,33,20,9,УЛУ/КИР,2000 тыс. pуб.
1,"Центральный, 71 квартал",7/9,33,18,7,СТМ/ПАН,2000 тыс. pуб.
1,"Центральный, 71 квартал",11/12,34,18,0,УЛУ/БЛЧ,2036 тыс. pуб.
1,"Центральный, 71 квартал",9/12,34,18,0,УЛУ/БЛЧ,2037 тыс. pуб.
1,"Центральный, 71 квартал",8/12,34,18,0,УЛУ/БЛЧ,2043 тыс. pуб.
1,Центральный,5/5,35,17,8,УЛЬ/ПАН,2050 тыс. pуб.
1,"Центральный, 26 квартал",4/9,33,18,7,УЛУ/КИР,2050 тыс. pуб.
1,Центральный,1/9,31,0,0,УЛУ/КИР,2053 тыс. pуб.
1,"Центральный, 71 квартал",6/12,34,18,0,УЛУ/БЛЧ,2070 тыс. pуб.
1,"Центральный, 71 квартал",6/12,31,18,0,УЛУ/БЛЧ,2071 тыс. pуб.
1,"Центральный, 71 квартал",5/12,33,18,0,УЛУ/БЛЧ,2077 тыс. pуб.
1,Центральный,3/9,34,0,6,УЛУ/КИР,2080 тыс. pуб.
1,Центральный,9/12,34,12,7,УЛУ/БЛЧ,2089 тыс. pуб.
1,"Центральный, 71 квартал",9/12,31,18,0,УЛУ/БЛЧ,2089 тыс. pуб.
1,"Центральный, 71 квартал",10/12,34,18,0,УЛУ/БЛЧ,2089 тыс. pуб.
1,"Центральный, 71 квартал",10/12,33,18,0,УЛУ/БЛЧ,2089 тыс. pуб.
1,Центральный,7/9,34,19,7,УЛУ/КИР,2100 тыс. pуб.
1,Центральный,1/4,32,17,8,ХРУ/ПАН,2100 тыс. pуб.
1,Центральный,1/9,32,17,7,УЛУ/КИР,2100 тыс. pуб.
1,Центральный,1/4,33,18,6,ХРУ/КИР,2100 тыс. pуб.
1,Центральный,1/9,33,21,8,УЛУ/КИР,2100 тыс. pуб.
1,Центральный,2/9,35,20,8,УЛУ/КИР,2100 тыс. pуб.
1,Центральный,7/9,33,17,8,МСК/ПАН,2100 тыс. pуб.
1,Центральный,4/5,31,0,0,ХРУ/КИР,2100 тыс. pуб.
1,"Центральный, 71 квартал",1/9,33,17,9,МСК/ПАН,2100 тыс. pуб.
1,"Центральный, 75 квартал",5/9,34,19,10,УЛУ/КИР,2100 тыс. pуб.
1,Центральный,2/9,33,19,7,УЛУ/КИР,2110 тыс. pуб.
1,Центральный,12/12,33,0,0,УЛУ/БЛЧ,2118 тыс. pуб.
1,Центральный,12/12,33,17,8,УЛУ/КИР,2118 тыс. pуб.
1,"Центральный, 71 квартал",12/12,31,22,0,УЛУ/БЛЧ,2118 тыс. pуб.
1,"Центральный, 71 квартал",6/12,34,18,0,УЛУ/БЛЧ,2123 тыс. pуб.
1,Центральный,5/5,31,18,6,ХРУ/КИР,2130 тыс. pуб.
1,Центральный,3/10,36,16,9,УЛУ/КИР,2130 тыс. pуб.
1,Центральный,6/12,32,17,0,УЛУ/КИР,2137 тыс. pуб.
1,Центральный,8/12,31,18,0,УЛУ/КИР,2144 тыс. pуб.
1,Центральный,3/5,23,11,8,УЛУ/КИР,2150 тыс. pуб.
1,Центральный,4/5,33,17,9,УЛЬ/ПАН,2150 тыс. pуб.
1,Центральный,1/9,31,18,6,УЛУ/КИР,2150 тыс. pуб.
1,Центральный,2/2,42,19,9,СТЛ/ПАН,2150 тыс. pуб.
1,Центральный,12/12,32,18,0,УЛУ/КИР,2151 тыс. pуб.
1,Центральный,2/3,32,21,10,УЛУ/КИР,2153 тыс. pуб.
1,"Центральный, 71 квартал",2/12,33,18,0,УЛУ/БЛЧ,2156 тыс. pуб.
1,Центральный,2/12,34,0,0,УЛУ/БЛЧ,2157 тыс. pуб.
1,"Центральный, 71 квартал",2/12,33,18,0,УЛУ/БЛЧ,2172 тыс. pуб.
1,Центральный,2/12,32,18,0,УЛУ/КИР,2190 тыс. pуб.
1,Центральный,3/5,34,17,7,ХРУ/КИР,2195 тыс. pуб.
1,Центральный,1/9,26,13,9,УЛУ/КИР,2199 тыс. pуб.
1,Центральный,1/3,39,20,9,СТЛ/ПАН,2200 тыс. pуб.
1,Центральный,14/16,28,16,5,УЛУ/КИР,2200 тыс. pуб.
1,Центральный,5/5,30,18,7,ХРУ/ПАН,2200 тыс. pуб.
1,Центральный,1/9,33,18,7,УЛУ/КИР,2200 тыс. pуб.
1,Центральный,6/10,33,17,8,МСК/ПАН,2200 тыс. pуб.
1,Центральный,9/9,32,17,8,УЛУ/КИР,2200 тыс. pуб.
1,"Центральный, 73 квартал",6/9,33,17,8,МСК/ПАН,2200 тыс. pуб.
1,Центральный,9/9,34,17,8,МСК/ПАН,2215 тыс. pуб.
1,Центральный,9/12,31,18,0,УЛУ/КИР,2224 тыс. pуб.
1,Центральный,3/9,35,18,9,МСК/ПАН,2230 тыс. pуб.
1,Центральный,1/5,31,0,0,УЛУ/КИР,2230 тыс. pуб.
1,Центральный,2/5,31,19,6,ХРУ/ПАН,2250 тыс. pуб.
1,Центральный,3/12,33,18,0,УЛУ/КИР,2291 тыс. pуб.
1,Центральный,1/5,31,0,0,ХРУ/КИР,2300 тыс. pуб.
1,Центральный,1/9,33,19,8,МСК/ПАН,2300 тыс. pуб.
1,Центральный,1/9,38,24,7,УЛУ/КИР,2300 тыс. pуб.
1,Центральный,3/9,33,19,7,ХРУ/КИР,2300 тыс. pуб.
1,"Центральный, 26 квартал",4/5,30,17,5,ХРУ/КИР,2300 тыс. pуб.
1,"Центральный, 75 квартал",8/9,35,19,8,УЛУ/КИР,2300 тыс. pуб.
1,"Центральный, 71 квартал",5/12,33,18,0,УЛУ/БЛЧ,2345 тыс. pуб.
1,Центральный,1/4,37,19,6,СТЛ/КИР,2350 тыс. pуб.
1,Центральный,2/5,33,17,8,УЛЬ/ПАН,2350 тыс. pуб.
1,Центральный,4/5,29,15,10,УЛУ/КИР,2390 тыс. pуб.
1,Центральный,7/9,33,18,9,МСК/ПАН,2400 тыс. pуб.
1,Центральный,6/9,33,17,7,УЛУ/КИР,2400 тыс. pуб.
1,"Центральный, 73 квартал",8/9,33,17,8,МСК/ПАН,2400 тыс. pуб.
1,Центральный,1/8,40,20,10,УЛУ/КИР,2480 тыс. pуб.
1,Центральный,3/5,44,28,6,ХРУ/ПАН,2500 тыс. pуб.
1,Центральный,2/9,34,18,7,УЛУ/КИР,2500 тыс. pуб.
1,Центральный,1/8,40,19,10,УЛУ/КИР,2520 тыс. pуб.
1,Центральный,4/4,36,22,9,СТЛ/КИР,2550 тыс. pуб.
1,Центральный,2/16,34,18,10,УЛУ/КРБ,2550 тыс. pуб.
1,Центральный,1/9,33,17,8,МСК/ПАН,2550 тыс. pуб.
1,Центральный,1/10,38,18,12,УЛЬ/ПАН,2550 тыс. pуб.
1,Центральный,5/5,43,20,12,УЛУ/КИР,2570 тыс. pуб.
1,Центральный,9/10,38,18,10,УЛУ/КИР,2590 тыс. pуб.
1,Центральный,7/9,34,18,8,МСК/ПАН,2590 тыс. pуб.
1,Центральный,1/8,40,25,10,УЛУ/КИР,2600 тыс. pуб.
1,Центральный,8/10,37,17,11,МАК/ПАН,2600 тыс. pуб.
1,Центральный,3/9,0,0,0,ХРУ/КИР,2600 тыс. pуб.
1,Центральный,2/3,36,19,9,СТЛ/КИР,2600 тыс. pуб.
1,Центральный,3/10,42,17,11,УЛУ/КИР,2650 тыс. pуб.
1,Центральный,4/9,38,19,9,УЛЬ/ПАН,2650 тыс. pуб.
1,"Центральный, 71 квартал",8/12,42,27,0,УЛУ/БЛЧ,2681 тыс. pуб.
1,"Центральный, 71 квартал",5/12,42,27,0,УЛУ/БЛЧ,2681 тыс. pуб.
1,"Центральный, 71 квартал",12/12,42,25,0,УЛУ/БЛЧ,2681 тыс. pуб.
1,Центральный,11/12,33,17,0,УЛУ/КИР,2690 тыс. pуб.
1,"Центральный, 71 квартал",2/12,43,23,9,УЛУ/БЛЧ,2700 тыс. pуб.
1,Центральный,3/10,34,18,10,УЛУ/БЛЧ,2750 тыс. pуб.
1,Центральный,1/5,34,17,11,УЛУ/КИР,2750 тыс. pуб.
1,Центральный,5/12,38,0,0,УЛУ/КИР,2750 тыс. pуб.
1,Центральный,7/8,45,18,11,УЛУ/КИР,2750 тыс. pуб.
1,"Центральный, 73 квартал",8/9,34,18,8,МСК/ПАН,2770 тыс. pуб.
1,Центральный,2/9,33,18,9,МСК/ПАН,2790 тыс. pуб.
1,Центральный,3/10,40,16,9,УЛЬ/ПАН,2800 тыс. pуб.
1,Центральный,9/10,38,17,10,УЛУ/КИР,2800 тыс. pуб.
1,Центральный,8/10,41,17,11,УЛУ/КИР,2800 тыс. pуб.
1,"Центральный, 30 квартал",4/7,41,17,11,УЛУ/ПАН,2800 тыс. pуб.
1,Центральный,11/12,43,22,0,УЛУ/КИР,2808 тыс. pуб.
1,Центральный,11/12,41,15,10,УЛУ/БЛЧ,2808 тыс. pуб.
1,"Центральный, 71 квартал",11/12,42,25,25,УЛУ/БЛЧ,2808 тыс. pуб.
1,"Центральный, 71 квартал",11/12,42,27,0,УЛУ/БЛЧ,2808 тыс. pуб.
1,"Центральный, 71 квартал",3/12,43,22,0,УЛУ/БЛЧ,2834 тыс. pуб.
1,Центральный,10/12,41,25,0,УЛУ/КИР,2835 тыс. pуб.
1,"Центральный, 71 квартал",10/12,42,27,0,УЛУ/БЛЧ,2835 тыс. pуб.
1,"Центральный, 71 квартал",10/12,42,25,1,УЛУ/БЛЧ,2836 тыс. pуб.
1,Центральный,10/17,37,17,10,УЛУ/КИР,2850 тыс. pуб.
1,Центральный,1/10,42,19,9,УЛУ/КИР,2850 тыс. pуб.
1,Центральный,10/17,37,17,10,УЛУ/БЛЧ,2850 тыс. pуб.
1,Центральный,5/9,40,20,11,МАК/ПАН,2850 тыс. pуб.
1,Центральный,2/8,46,20,12,УЛУ/КИР,2870 тыс. pуб.
1,Центральный,7/16,35,18,10,УЛУ/КРБ,2870 тыс. pуб.
1,Центральный,3/12,41,25,0,УЛУ/КИР,2884 тыс. pуб.
1,"Центральный, 71 квартал",3/12,43,23,9,УЛУ/БЛЧ,2884 тыс. pуб.
1,Центральный,4/5,38,14,13,УЛУ/КИР,2890 тыс. pуб.
1,Центральный,7/9,39,19,11,МАК/ПАН,2900 тыс. pуб.
1,Центральный,5/5,39,18,9,УЛУ/КИР,2900 тыс. pуб.
1,Центральный,1/9,45,19,12,УЛУ/ПАН,2900 тыс. pуб.
1,Центральный,1/5,56,19,19,УЛУ/КИР,2900 тыс. pуб.
1,Центральный,2/12,42,23,0,УЛУ/КИР,2912 тыс. pуб.
1,Центральный,2/12,42,13,10,УЛУ/БЛЧ,2912 тыс. pуб.
1,Центральный,2/16,37,18,12,УЛУ/КРБ,2950 тыс. pуб.
1,"Центральный, 71 квартал",3/16,34,18,10,МОН/БЕТ,2970 тыс. pуб.
1,Центральный,1/9,35,18,10,МСК/ПАН,2980 тыс. pуб.
1,Центральный,5/9,39,20,12,УЛУ/КИР,2999 тыс. pуб.
1,Центральный,8/9,40,18,10,УЛУ/БЛЧ,3000 тыс. pуб.
1,Центральный,4/10,44,20,13,УЛЬ/ПАН,3000 тыс. pуб.
1,Центральный,1/8,40,19,10,УЛУ/КИР,3000 тыс. pуб.
1,Центральный,6/7,37,17,10,УЛУ/ПАН,3000 тыс. pуб.
1,Центральный,2/10,38,18,10,УЛУ/КИР,3000 тыс. pуб.
1,Центральный,4/10,46,31,12,МАК/ПАН,3050 тыс. pуб.
1,Центральный,8/12,39,0,0,УЛУ/КИР,3050 тыс. pуб.
1,Центральный,5/14,40,18,9,УЛУ/КИР,3075 тыс. pуб.
1,Центральный,7/10,37,17,11,МАК/ПАН,3100 тыс. pуб.
1,Центральный,6/9,40,19,11,МАК/ПАН,3100 тыс. pуб.
1,Центральный,4/4,35,17,7,СТЛ/КИР,3100 тыс. pуб.
1,Центральный,4/12,39,18,11,УЛУ/БЛЧ,3100 тыс. pуб.
1,Центральный,3/10,37,20,10,МАК/МОН,3100 тыс. pуб.
1,Центральный,14/17,39,18,12,УЛУ/КИР,3100 тыс. pуб.
1,"Центральный, 71 квартал",1/10,40,17,10,УЛУ/БЛЧ,3100 тыс. pуб.
1,Центральный,2/10,43,18,10,МАК/ПАН,3120 тыс. pуб.
1,Центральный,2/10,42,18,10,МСК/-,3130 тыс. pуб.
1,Центральный,10/16,34,0,0,МАК/ПАН,3150 тыс. pуб.
1,Центральный,2/9,42,18,10,МАК/ПАН,3200 тыс. pуб.
1,Центральный,3/9,41,17,12,МАК/ПАН,3200 тыс. pуб.
1,Центральный,4/10,49,20,16,МАК/ПАН,3200 тыс. pуб.
1,Центральный,8/17,38,17,12,УЛУ/КИР,3200 тыс. pуб.
1,Центральный,16/17,39,18,10,УЛУ/КИР,3300 тыс. pуб.
1,Центральный,8/9,42,19,11,МАК/ПАН,3300 тыс. pуб.
1,Центральный,2/9,40,20,10,МАК/ПАН,3300 тыс. pуб.
1,Центральный,2/9,38,19,11,МАК/ПАН,3350 тыс. pуб.
1,Центральный,9/9,38,17,10,МАК/ПАН,3350 тыс. pуб.
1,Центральный,1/8,45,25,12,УЛУ/КИР,3380 тыс. pуб.
1,Центральный,7/10,37,17,15,МАК/ПАН,3400 тыс. pуб.
1,Центральный,5/17,40,19,8,МОН/БЕТ,3450 тыс. pуб.
1,Центральный,2/9,37,0,12,МАК/ПАН,3500 тыс. pуб.
1,Центральный,8/16,41,20,14,УЛУ/ПАН,3500 тыс. pуб.
1,Центральный,2/10,48,20,11,МАК/ПАН,3500 тыс. pуб.
1,Центральный,9/10,35,18,10,УЛУ/КИР,3500 тыс. pуб.
1,Центральный,8/9,40,20,12,МАК/ПАН,3550 тыс. pуб.
1,Центральный,2/8,43,15,16,УЛУ/БЛЧ,3588 тыс. pуб.
1,Центральный,7/10,47,20,18,УЛЬ/ПАН,3600 тыс. pуб.
1,Центральный,2/9,40,18,12,УЛУ/КИР,3600 тыс. pуб.
1,Центральный,2/9,40,24,12,ЭЛТ/ПАН,3600 тыс. pуб.
1,Центральный,6/10,46,0,12,УЛУ/КИР,3650 тыс. pуб.
1,Центральный,1/10,42,18,13,МАК/КИР,3650 тыс. pуб.
1,Центральный,7/16,46,0,12,ЭЛТ/КИР,3700 тыс. pуб.
1,Центральный,11/14,47,20,9,УЛУ/КИР,3700 тыс. pуб.
1,Центральный,4/8,43,16,15,УЛУ/БЛЧ,3738 тыс. pуб.
1,Центральный,2/16,42,18,12,МАК/ПАН,3800 тыс. pуб.
1,Центральный,1/9,41,17,10,МАК/ПАН,3900 тыс. pуб.
1,Центральный,9/14,36,20,10,УЛУ/КИР,4000 тыс. pуб.
1,Центральный,6/10,40,22,12,МАК/ПАН,4000 тыс. pуб.
1,Центральный,3/9,46,0,13,ЭЛТ/КИР,4100 тыс. pуб.
1,Центральный,4/8,40,19,15,ЭЛТ/КИР,4200 тыс. pуб.
